resume_index,management,development,testing
0,0.35833327162667294,0.26731984661507885,0.3743468817582482
1,0.013468399744215445,0.013779201115214855,0.9727523991405698
2,0.0371200919417754,0.03656964832701538,0.9263102597312093
3,0.060808937806032165,0.015161718227732898,0.9240293439662349
4,0.016549061961029156,0.12154799789603962,0.8619029401429312
5,0.017687810897806407,0.5351161497538686,0.4471960393483251
6,0.0465758510037788,0.9155355969839007,0.03788855201232035
7,0.013603840076581426,0.014169963390899359,0.9722261965325193
8,0.03136925175631104,0.9363805889369692,0.032250159306719664
9,0.09785780079195222,0.00682140801960251,0.8953207911884453
10,0.809858205813174,0.03231931355737039,0.15782248062945572
11,0.9499995668511519,0.02489042380107614,0.025110009347771866
12,0.9251528018739318,0.037184321803215424,0.03766287632285288
13,0.04380837547674916,0.9057778615963452,0.050413762926905664
14,0.09345488555757997,0.8383849240934786,0.06816019034894127
15,0.2545124376996303,0.7181473235183163,0.027340238782053442
16,0.010344271735215597,0.24076001518835544,0.748895713076429
17,0.0414727612429872,0.30804958738389826,0.6504776513731144
18,0.7003953906584098,0.02188004657723123,0.2777245627643589
19,0.029879055887690867,0.9400901133108654,0.030030830801443642
20,0.053220012287585154,0.16147236208797516,0.7853076256244396
21,0.02237740242427508,0.5023018249806814,0.4753207725950434
22,0.09418681907951862,0.014992763127133575,0.8908204177933479
23,0.1251090214977497,0.23887928228097655,0.6360116962212737
24,0.009071645553197238,0.008773869196333698,0.982154485250469
25,0.015760274032341107,0.965050669648821,0.019189056318837938
26,0.9103317546027181,0.04553559608109296,0.04413264931618896
27,0.9106879472499797,0.04413362030953387,0.04517843244048655
28,0.2578847331527234,0.027168057373649954,0.7149472094736267
29,0.9527515086426072,0.022511499806292863,0.02473699155109989
30,0.36761979134273676,0.015195598717790587,0.6171846099394726
31,0.11754510041270362,0.028447073538220565,0.8540078260490759
32,0.16793257514366255,0.02714448836954271,0.8049229364867947
33,0.01849828229423807,0.9637270370680899,0.017774680637671885
34,0.05309736689996445,0.24326791875874787,0.7036347143412877
35,0.015930205106750764,0.9684304745812882,0.015639320311960983
36,0.011430243838542586,0.013484627535011506,0.9750851286264459
37,0.014072289286754318,0.9716540874605355,0.014273623252710211
38,0.01242665321877079,0.013080708052325625,0.9744926387289036
39,0.01236721798188054,0.01222860335338258,0.9754041786647368
40,0.013810735457842506,0.9692560917728493,0.016933172769308058
41,0.18982482118776176,0.8008647948732944,0.00931038393894393
42,0.03307258861971062,0.003559038606366594,0.9633683727739227
43,0.3106462166044419,0.007748962840051428,0.6816048205555066
44,0.022051265954785113,0.797579850079257,0.18036888396595785
45,0.27806937197794707,0.3333787984830562,0.38855182953899664
46,0.037815222933941794,0.29556631210670425,0.6666184649593538
47,0.9292498601265865,0.038772310687604186,0.03197782918580929
48,0.0697708904169105,0.22489722563743117,0.7053318839456584
49,0.008755502054008251,0.00942031480993629,0.9818241831360555
50,0.0728298013597474,0.01526004868516237,0.9119101499550902
51,0.02165585823911123,0.17586743806225313,0.8024767036986357
52,0.012298144646784828,0.012641940379124745,0.9750599149740904
53,0.25845747211273956,0.01422843584985919,0.7273140920374013
54,0.011344600268293687,0.011566462667458059,0.9770889370642483
55,0.014230683950805309,0.01345862871438287,0.9723106873348117
56,0.02154001144695696,0.020637620672230652,0.9578223678808124
57,0.31622366345423214,0.3567371819803583,0.3270391545654095
58,0.028095957996619146,0.028245019391917748,0.9436590226114631
59,0.01982024401125204,0.15359435025191465,0.8265854057368334
60,0.9830731943256046,0.00873646604371983,0.008190339630675662
61,0.011829108745676263,0.123888573443855,0.8642823178104687
62,0.593907692699327,0.3941634771931093,0.01192883010756378
63,0.021095237097279028,0.42533541120839863,0.5535693516943223
64,0.2714677086762833,0.15451151814942937,0.5740207731742873
65,0.39099619582098843,0.5353784289824987,0.07362537519651287
66,0.17948540427825704,0.7693356171672421,0.051178978554500855
67,0.026641544669732724,0.029469284152460227,0.9438891711778071
68,0.060681243486411435,0.06196135567589232,0.8773574008376962
69,0.01571901872066486,0.011738662593752672,0.9725423186855825
70,0.004515636114823279,0.004726449820551826,0.9907579140646249
71,0.5095558583350934,0.47482270750782646,0.015621434157080089
72,0.05260038770261735,0.05352653075961539,0.8938730815377673
73,0.016791916607296255,0.9708413902022173,0.01236669319048644
74,0.014436246491447723,0.01387183442125604,0.9716919190872962
75,0.011497681789048284,0.9756606895598149,0.012841628651136822
76,0.008521060551896074,0.9822270657867718,0.009251873661332255
77,0.24650214643474974,0.03658667996895713,0.7169111735962931
78,0.016698974031885916,0.01793554771203117,0.9653654782560829
79,0.04215169853654131,0.9157311645931179,0.04211713687034073
80,0.01792173015618845,0.01754344019943595,0.9645348296443756
81,0.03606076903948315,0.0381478434203863,0.9257913875401306
82,0.034242423762178564,0.034395694996338544,0.9313618812414829
83,0.011774795130815122,0.012170885482447918,0.9760543193867369
84,0.1468820089799461,0.4992776245098194,0.3538403665102345
85,0.013124685859020014,0.9740010373505721,0.012874276790407903
86,0.013767215416629336,0.8458844334742412,0.14034835110912944
87,0.027254456461203242,0.8629708624784551,0.10977468106034162
88,0.1802990369643409,0.011583665808504649,0.8081172972271545
89,0.013963416019040003,0.5876972282438855,0.39833935573707463
90,0.1884726318333613,0.024314553203558752,0.7872128149630799
91,0.01814470588073543,0.2571966249933366,0.724658669125928
92,0.9442543975300408,0.02698148408029036,0.02876411838966875
93,0.3529832900050565,0.002570416635012059,0.6444462933599314
94,0.010864166835391988,0.05503102979864906,0.9341048033659589
95,0.9269043384763592,0.03639174204530768,0.036703919478333125
96,0.0867117775287995,0.38859843530106614,0.5246897871701344
97,0.015708027365371913,0.29629745445668365,0.6879945181779444
98,0.03073494216431815,0.41731498401965855,0.5519500738160233
99,0.013080534961359276,0.3764140432919676,0.610505421746673
100,0.008750489001090248,0.008764329756831496,0.9824851812420782
101,0.012299293654673707,0.01119799912015426,0.976502707225172
102,0.7973406519710713,0.02006459485715136,0.18259475317177742
103,0.0447730414677115,0.009121367951865347,0.9461055905804231
104,0.11517589287412831,0.4321312712339525,0.4526928358919192
105,0.6133066081360831,0.2576489855390815,0.12904440632483558
106,0.39076307345904526,0.5904503678703323,0.01878655867062227
107,0.03037606939804498,0.3050078382255163,0.6646160923764387
108,0.04256606258583283,0.6555721531905987,0.3018617842235684
109,0.5859192866317493,0.37153349137089103,0.04254722199735955
110,0.05260038770261735,0.05352653075961539,0.8938730815377673
111,0.035991567391119805,0.930127018440439,0.033881414168441176
112,0.03403220894337695,0.33959284145115287,0.6263749496054702
113,0.11440179703517035,0.7741038985462319,0.11149430441859785
114,0.013025407178773962,0.14855541903723626,0.8384191737839898
115,0.04011968476508827,0.9218491138176377,0.03803120141727414
116,0.9679756011876045,0.016050953916095734,0.015973444896299687
117,0.18680396500520394,0.1807932312086237,0.6324028037861723
118,0.014990715608633246,0.9690411674536479,0.015968116937718775
119,0.4880666388988195,0.44394680891827054,0.06798655218291004
120,0.037612712087269205,0.5839118575822775,0.3784754303304532
121,0.9414334738688748,0.02222347070501387,0.036343055426111236
122,0.6280737879639757,0.17618400038691673,0.1957422116491076
123,0.3333333333333333,0.3333333333333333,0.3333333333333333
124,0.03146553008855944,0.0320078132134487,0.9365266566979918
125,0.8625607279876938,0.06948859111173945,0.06795068090056662
126,0.011418047923122943,0.011304094975483465,0.9772778571013936
127,0.7631629712165418,0.11911863595215656,0.11771839283130181
128,0.5119683736849616,0.43017528508529235,0.057856341229746
129,0.6255855219001701,0.07917403506472474,0.29524044303510516
130,0.0633302330832149,0.05737672624385922,0.8792930406729258
131,0.9611868033624538,0.019837848948311046,0.01897534768923537
132,0.12634715929463688,0.8509271367858813,0.02272570391948176
133,0.04348267897235901,0.5900902353948678,0.3664270856327731
134,0.3333333333333333,0.3333333333333333,0.3333333333333333
135,0.3921446998695421,0.33957620254574383,0.26827909758471413
136,0.06697378490008415,0.8657871308038957,0.06723908429602012
137,0.029879055887690867,0.9400901133108654,0.030030830801443642
138,0.23359987382539243,0.7578068579037538,0.008593268270853816
139,0.07841192765718832,0.8486908589283545,0.0728972134144571
140,0.3167854443145875,0.018183164942649332,0.6650313907427632
141,0.8242868790485942,0.0846613185088657,0.09105180244254006
142,0.05134162207451279,0.9061914391792253,0.04246693874626194
143,0.0382120895996268,0.1608009522052135,0.8009869581951596
144,0.00939399149975169,0.00937583435713026,0.981230174143118
145,0.14111694850875156,0.11447944361899737,0.744403607872251
146,0.9632584114301384,0.018495369448900324,0.01824621912096138
147,0.11122808044712779,0.11223462075751837,0.7765372987953538
148,0.9288785477501764,0.03624551759347989,0.03487593465634367
149,0.9356881671516134,0.030618038543152627,0.033693794305234094
150,0.05575371547041339,0.8883122020221098,0.05593408250747677
151,0.33986463331594385,0.03175310149707255,0.6283822651869837
152,0.011759496079053848,0.01150966168020444,0.9767308422407417
153,0.9778339269542735,0.011133251445301176,0.011032821600425293
154,0.4864755952935039,0.4279462227463665,0.08557818196012962
155,0.009878075372510566,0.010324876071559304,0.9797970485559302
156,0.44841566189465176,0.527607254898369,0.02397708320697918
157,0.16677172370007384,0.17447320789548018,0.658755068404446
158,0.021784024984278432,0.581056965160403,0.3971590098553187
159,0.1668145670763703,0.6618580943967813,0.1713273385268483
160,0.9757945590604559,0.012518705920852191,0.011686735018691965
161,0.6378016707786409,0.1669700939716484,0.19522823524971059
162,0.9280253323113807,0.034703151683868255,0.03727151600475101
163,0.16691587555352583,0.6663309359674652,0.1667531884790091
164,0.9283196263636014,0.037730796265887497,0.03394957737051098
165,0.9637088221113275,0.018465319932428705,0.01782585795624374
166,0.03195837031660891,0.5051464693708713,0.46289516031251976
167,0.08628110510769636,0.08390397862453826,0.8298149162677654
168,0.007903027943003823,0.07185773101491809,0.9202392410420781
169,0.9451610673288169,0.028026128112036888,0.026812804559146235
170,0.009779525140475484,0.00793427132733977,0.9822862035321848
171,0.010391100599039046,0.659096165281834,0.33051273411912707
172,0.1670805844392337,0.1670448500017425,0.6658745655590238
173,0.1759612637860391,0.7662707151782809,0.05776802103567999
174,0.5375266547780332,0.4134824763946201,0.04899086882734666
175,0.9652806341181132,0.018353457013551247,0.016365908868335676
176,0.008473526018764155,0.17133037358816164,0.8201961003930742
177,0.678047483501948,0.17761413528978368,0.14433838120826836
178,0.00823240721551166,0.6937004817210579,0.2980671110634304
179,0.3333333333333333,0.3333333333333333,0.3333333333333333
180,0.5933661953875226,0.35701715359149205,0.04961665102098549
181,0.013100760949198193,0.012738604003555042,0.9741606350472467
182,0.1668145670763703,0.6618580943967813,0.1713273385268483
183,0.02154233625252214,0.02223763086582023,0.9562200328816576
184,0.5305320746869836,0.42268609994481343,0.04678182536820296
185,0.12243096187948548,0.03863354819268432,0.8389354899278303
186,0.019711502796431947,0.021277326807327253,0.9590111703962407
187,0.30045510179814783,0.008191130617111814,0.6913537675847402
188,0.4792675540576572,0.029785033807909245,0.4909474121344336
189,0.794800916114619,0.18928849895567237,0.015910584929708763
190,0.04841713652537177,0.9006551311760563,0.0509277322985718
191,0.031193556728435146,0.9360545535272377,0.03275188974432717
192,0.3677580654056835,0.13514711906669818,0.4970948155276182
193,0.02657829199500411,0.1678895428613702,0.8055321651436257
194,0.9653702859223696,0.018866089159100933,0.015763624918529496
195,0.2392386185948523,0.29511016088084874,0.4656512205242989
196,0.9085982032133206,0.0426999625470139,0.04870183423966555
197,0.02140146399119363,0.02172270767170797,0.9568758283370984
198,0.9695700925584405,0.015790343226167895,0.014639564215391579
199,0.04841791320655279,0.05318315407602106,0.8983989327174261
200,0.3333333333333333,0.3333333333333333,0.3333333333333333
201,0.03163329947851969,0.04417392665643317,0.9241927738650472
202,0.35324281227602694,0.07407724663881608,0.5726799410851569
203,0.03481817025268086,0.9322213854130885,0.03296044433423052
204,0.05242037938917553,0.8962023051117554,0.05137731549906905
205,0.0579815907207445,0.8835581116865947,0.05846029759266079
206,0.021620475221532234,0.6147996845000442,0.3635798402784237
207,0.03518979533128695,0.9158830453004251,0.04892715936828789
208,0.05327074940005046,0.0507275520111264,0.8960016985888231
209,0.9716577083598494,0.014138700878800299,0.014203590761350183
210,0.07443626399078263,0.07620002790827635,0.8493637081009411
211,0.02008755631265977,0.7968722970558046,0.1830401466315355
212,0.8782386750008314,0.060584978080693595,0.06117634691847493
213,0.696785626437561,0.2697724652784827,0.033441908283956136
214,0.00912861584090046,0.19843353759649487,0.7924378465626047
215,0.11413879990929587,0.7677250847320054,0.11813611535869872
216,0.3369074842554037,0.35745935112829047,0.3056331646163059
217,0.9038668539031474,0.05273133712610823,0.04340180897074439
218,0.24624156664074912,0.7230062754988522,0.030752157860398595
219,0.052578887778979434,0.8932058518043909,0.0542152604166296
